ltla_name,ltla_code,start_date,end_date,dose,age_band,vaccines,population,percent_vaccine
Greenwich,E09000011,2020-12-08,2021-04-25,1st dose,80+,6754,7939,0.8507368686232523
Hackney and City of London,E09000012,2020-12-08,2021-04-25,1st dose,80+,4278,5950,0.7189915966386554
Hammersmith and Fulham,E09000013,2020-12-08,2021-04-25,1st dose,80+,4229,5274,0.8018581721653394
Haringey,E09000014,2020-12-08,2021-04-25,1st dose,80+,5951,7158,0.831377479742945
Harrow,E09000015,2020-12-08,2021-04-25,1st dose,80+,10728,11813,0.9081520358926606
Havering,E09000016,2020-12-08,2021-04-25,1st dose,80+,12802,14470,0.8847270214236351
Hillingdon,E09000017,2020-12-08,2021-04-25,1st dose,80+,11119,12140,0.9158978583196046
Hounslow,E09000018,2020-12-08,2021-04-25,1st dose,80+,7767,8596,0.9035597952536063
Islington,E09000019,2020-12-08,2021-04-25,1st dose,80+,4398,5491,0.8009470041886724
Kensington and Chelsea,E09000020,2020-12-08,2021-04-25,1st dose,80+,4712,6494,0.7255928549430243
Kingston upon Thames,E09000021,2020-12-08,2021-04-25,1st dose,80+,6138,6990,0.8781115879828326
Lambeth,E09000022,2020-12-08,2021-04-25,1st dose,80+,5931,7466,0.7944012858290919
Lewisham,E09000023,2020-12-08,2021-04-25,1st dose,80+,6633,8037,0.8253079507278835
Merton,E09000024,2020-12-08,2021-04-25,1st dose,80+,6881,7421,0.9272335264789112
Newham,E09000025,2020-12-08,2021-04-25,1st dose,80+,4995,6780,0.7367256637168141
Redbridge,E09000026,2020-12-08,2021-04-25,1st dose,80+,9632,11007,0.8750794948669028
Richmond upon Thames,E09000027,2020-12-08,2021-04-25,1st dose,80+,7842,8440,0.9291469194312796
Southwark,E09000028,2020-12-08,2021-04-25,1st dose,80+,5548,6976,0.7952981651376146
Sutton,E09000029,2020-12-08,2021-04-25,1st dose,80+,8459,9136,0.9258975481611208
Tower Hamlets,E09000030,2020-12-08,2021-04-25,1st dose,80+,3943,5249,0.751190702991046
Waltham Forest,E09000031,2020-12-08,2021-04-25,1st dose,80+,6561,8376,0.7833094555873925
Wandsworth,E09000032,2020-12-08,2021-04-25,1st dose,80+,7448,8501,0.8761322197388542
Westminster,E09000033,2020-12-08,2021-04-25,1st dose,80+,5654,9004,0.6279431363838294
Barking and Dagenham,E09000002,2020-12-08,2021-04-25,1st dose,Under 45,19360,89866,0.21543186522155208
Barnet,E09000003,2020-12-08,2021-04-25,1st dose,Under 45,41395,159400,0.25969259723964866
Bexley,E09000004,2020-12-08,2021-04-25,1st dose,Under 45,21795,92971,0.23442793989523614
Brent,E09000005,2020-12-08,2021-04-25,1st dose,Under 45,37035,140899,0.26284785555610757
Bromley,E09000006,2020-12-08,2021-04-25,1st dose,Under 45,28169,118689,0.23733454658814213
Camden,E09000007,2020-12-08,2021-04-25,1st dose,Under 45,24853,133660,0.1859419422415083
Croydon,E09000008,2020-12-08,2021-04-25,1st dose,Under 45,34397,149247,0.23047029421026888
Ealing,E09000009,2020-12-08,2021-04-25,1st dose,Under 45,33418,138840,0.24069432440218957
Enfield,E09000010,2020-12-08,2021-04-25,1st dose,Under 45,40797,131732,0.30969696049555157
Greenwich,E09000011,2020-12-08,2021-04-25,1st dose,Under 45,28695,130127,0.2205153427036664
Hackney and City of London,E09000012,2020-12-08,2021-04-25,1st dose,Under 45,26382,151709,0.17389871398532716
Hammersmith and Fulham,E09000013,2020-12-08,2021-04-25,1st dose,Under 45,19416,88627,0.21907545104764914
Haringey,E09000014,2020-12-08,2021-04-25,1st dose,Under 45,22245,123430,0.1802236085230495
Harrow,E09000015,2020-12-08,2021-04-25,1st dose,Under 45,30934,96627,0.32013826363231807
Havering,E09000016,2020-12-08,2021-04-25,1st dose,Under 45,23753,96164,0.24700511625972296
Hillingdon,E09000017,2020-12-08,2021-04-25,1st dose,Under 45,32698,126836,0.25779747074962944
Hounslow,E09000018,2020-12-08,2021-04-25,1st dose,Under 45,27685,114933,0.24087946890797246
Islington,E09000019,2020-12-08,2021-04-25,1st dose,Under 45,23108,136166,0.16970462523684327
Kensington and Chelsea,E09000020,2020-12-08,2021-04-25,1st dose,Under 45,12807,64585,0.19829681814662847
Kingston upon Thames,E09000021,2020-12-08,2021-04-25,1st dose,Under 45,15788,74104,0.21305192702148332
Lambeth,E09000022,2020-12-08,2021-04-25,1st dose,Under 45,37308,174044,0.2143595872308152
Lewisham,E09000023,2020-12-08,2021-04-25,1st dose,Under 45,28681,143600,0.19972841225626742
Merton,E09000024,2020-12-08,2021-04-25,1st dose,Under 45,20622,87170,0.2365722152116554
Newham,E09000025,2020-12-08,2021-04-25,1st dose,Under 45,38977,178769,0.21802997163937818
Redbridge,E09000026,2020-12-08,2021-04-25,1st dose,Under 45,30858,128107,0.24087676707752115
Richmond upon Thames,E09000027,2020-12-08,2021-04-25,1st dose,Under 45,14298,70502,0.2028027573685853
Southwark,E09000028,2020-12-08,2021-04-25,1st dose,Under 45,32687,162144,0.20159241168344189
Sutton,E09000029,2020-12-08,2021-04-25,1st dose,Under 45,20697,77418,0.2673409284662482
Tower Hamlets,E09000030,2020-12-08,2021-04-25,1st dose,Under 45,36574,183940,0.1988365771447211
Waltham Forest,E09000031,2020-12-08,2021-04-25,1st dose,Under 45,26817,123788,0.21663650757747116
Wandsworth,E09000032,2020-12-08,2021-04-25,1st dose,Under 45,38130,173509,0.21975805289639155
Westminster,E09000033,2020-12-08,2021-04-25,1st dose,Under 45,22420,125117,0.17919227602963625
Barking and Dagenham,E09000002,2020-12-08,2021-04-25,2nd dose,45-49,1966,14291,0.13756909943320972
Barnet,E09000003,2020-12-08,2021-04-25,2nd dose,45-49,3726,27600,0.135
Bexley,E09000004,2020-12-08,2021-04-25,2nd dose,45-49,2061,16492,0.1249696822701916
Brent,E09000005,2020-12-08,2021-04-25,2nd dose,45-49,2255,21218,0.1062776887548308
Bromley,E09000006,2020-12-08,2021-04-25,2nd dose,45-49,2878,24249,0.11868530661058188
Camden,E09000007,2020-12-08,2021-04-25,2nd dose,45-49,1403,17271,0.08123443923339703
Croydon,E09000008,2020-12-08,2021-04-25,2nd dose,45-49,3160,25813,0.12241893619494053
Ealing,E09000009,2020-12-08,2021-04-25,2nd dose,45-49,2378,24550,0.09686354378818737
Enfield,E09000010,2020-12-08,2021-04-25,2nd dose,45-49,3441,22528,0.1527432528409091
Greenwich,E09000011,2020-12-08,2021-04-25,2nd dose,45-49,2120,19416,0.10918829831067162
Hackney and City of London,E09000012,2020-12-08,2021-04-25,2nd dose,45-49,1524,17344,0.0878690036900369
Hammersmith and Fulham,E09000013,2020-12-08,2021-04-25,2nd dose,45-49,1018,13215,0.07703367385546728
Haringey,E09000014,2020-12-08,2021-04-25,2nd dose,45-49,1671,19182,0.08711291836096341
Harrow,E09000015,2020-12-08,2021-04-25,2nd dose,45-49,2758,16359,0.16859221223791185
Havering,E09000016,2020-12-08,2021-04-25,2nd dose,45-49,1861,16115,0.11548246974868136
Hillingdon,E09000017,2020-12-08,2021-04-25,2nd dose,45-49,2207,19994,0.11038311493448034
Hounslow,E09000018,2020-12-08,2021-04-25,2nd dose,45-49,2503,18792,0.1331949765857812
Islington,E09000019,2020-12-08,2021-04-25,2nd dose,45-49,1257,13484,0.09322159596558885
Kensington and Chelsea,E09000020,2020-12-08,2021-04-25,2nd dose,45-49,686,11252,0.06096693921080697
Kingston upon Thames,E09000021,2020-12-08,2021-04-25,2nd dose,45-49,1324,13025,0.10165067178502879
Lambeth,E09000022,2020-12-08,2021-04-25,2nd dose,45-49,2214,19861,0.11147474950908816
Lewisham,E09000023,2020-12-08,2021-04-25,2nd dose,45-49,2494,21262,0.11729846674818926
Merton,E09000024,2020-12-08,2021-04-25,2nd dose,45-49,2024,14412,0.14043852345267832
Newham,E09000025,2020-12-08,2021-04-25,2nd dose,45-49,1923,21123,0.09103820480045448
Redbridge,E09000026,2020-12-08,2021-04-25,2nd dose,45-49,2814,20208,0.13925178147268408
Richmond upon Thames,E09000027,2020-12-08,2021-04-25,2nd dose,45-49,1310,16642,0.07871650042062252
Southwark,E09000028,2020-12-08,2021-04-25,2nd dose,45-49,2281,20036,0.1138450788580555
Sutton,E09000029,2020-12-08,2021-04-25,2nd dose,45-49,2288,15486,0.14774635154332946
Tower Hamlets,E09000030,2020-12-08,2021-04-25,2nd dose,45-49,1628,18383,0.08856008268508948
Waltham Forest,E09000031,2020-12-08,2021-04-25,2nd dose,45-49,1842,18836,0.09779146315565937
Wandsworth,E09000032,2020-12-08,2021-04-25,2nd dose,45-49,2003,20562,0.09741270304445093
Westminster,E09000033,2020-12-08,2021-04-25,2nd dose,45-49,1100,17613,0.06245386930108442
Barking and Dagenham,E09000002,2020-12-08,2021-04-25,2nd dose,50-54,2268,12493,0.18154166333146562
Barnet,E09000003,2020-12-08,2021-04-25,2nd dose,50-54,4405,25906,0.1700378290743457
Bexley,E09000004,2020-12-08,2021-04-25,2nd dose,50-54,2640,17554,0.15039307280391934
Brent,E09000005,2020-12-08,2021-04-25,2nd dose,50-54,2802,20601,0.13601281491189748
Bromley,E09000006,2020-12-08,2021-04-25,2nd dose,50-54,3484,24638,0.14140758178423574
Camden,E09000007,2020-12-08,2021-04-25,2nd dose,50-54,1639,15685,0.10449474019764106
Croydon,E09000008,2020-12-08,2021-04-25,2nd dose,50-54,3862,27372,0.14109308782697647
Ealing,E09000009,2020-12-08,2021-04-25,2nd dose,50-54,2889,22964,0.12580560877895838
Enfield,E09000010,2020-12-08,2021-04-25,2nd dose,50-54,4396,23032,0.19086488364015283
Greenwich,E09000011,2020-12-08,2021-04-25,2nd dose,50-54,2585,17879,0.14458303037082612
Hackney and City of London,E09000012,2020-12-08,2021-04-25,2nd dose,50-54,1795,15801,0.11360040503765584
Hammersmith and Fulham,E09000013,2020-12-08,2021-04-25,2nd dose,50-54,1290,11813,0.10920172691103022
Haringey,E09000014,2020-12-08,2021-04-25,2nd dose,50-54,1972,18035,0.1093429442750208
Harrow,E09000015,2020-12-08,2021-04-25,2nd dose,50-54,3357,15752,0.21311579481970544
Havering,E09000016,2020-12-08,2021-04-25,2nd dose,50-54,2384,17477,0.13640785031756023
Hillingdon,E09000017,2020-12-08,2021-04-25,2nd dose,50-54,2636,19384,0.13598844407758975
Hounslow,E09000018,2020-12-08,2021-04-25,2nd dose,50-54,3037,17241,0.17614987529725654
Islington,E09000019,2020-12-08,2021-04-25,2nd dose,50-54,1548,13271,0.11664531685630322
Kensington and Chelsea,E09000020,2020-12-08,2021-04-25,2nd dose,50-54,931,10961,0.08493750570203448
Kingston upon Thames,E09000021,2020-12-08,2021-04-25,2nd dose,50-54,1384,11645,0.11884929154143409
Lambeth,E09000022,2020-12-08,2021-04-25,2nd dose,50-54,3186,19322,0.16488976296449642
Lewisham,E09000023,2020-12-08,2021-04-25,2nd dose,50-54,2958,19642,0.15059566235617555
Merton,E09000024,2020-12-08,2021-04-25,2nd dose,50-54,2487,13796,0.18026964337489126
Newham,E09000025,2020-12-08,2021-04-25,2nd dose,50-54,2075,19171,0.10823639872724428
Redbridge,E09000026,2020-12-08,2021-04-25,2nd dose,50-54,3247,18783,0.17286908374594048
Richmond upon Thames,E09000027,2020-12-08,2021-04-25,2nd dose,50-54,1644,14847,0.11072944029096787
Southwark,E09000028,2020-12-08,2021-04-25,2nd dose,50-54,2930,19727,0.1485273989962995
Sutton,E09000029,2020-12-08,2021-04-25,2nd dose,50-54,2856,14977,0.19069239500567536
Tower Hamlets,E09000030,2020-12-08,2021-04-25,2nd dose,50-54,1491,14858,0.10034997980885718
Waltham Forest,E09000031,2020-12-08,2021-04-25,2nd dose,50-54,2140,17548,0.12195121951219512
Wandsworth,E09000032,2020-12-08,2021-04-25,2nd dose,50-54,2565,18164,0.1412133891213389
Westminster,E09000033,2020-12-08,2021-04-25,2nd dose,50-54,1352,16678,0.0810648758843986
Barking and Dagenham,E09000002,2020-12-08,2021-04-25,2nd dose,55-59,2254,10535,0.21395348837209302
Barnet,E09000003,2020-12-08,2021-04-25,2nd dose,55-59,5448,22509,0.242036518725843
Bexley,E09000004,2020-12-08,2021-04-25,2nd dose,55-59,3103,16171,0.1918867107785542
Brent,E09000005,2020-12-08,2021-04-25,2nd dose,55-59,3539,19243,0.18391103258327704
Bromley,E09000006,2020-12-08,2021-04-25,2nd dose,55-59,4115,21769,0.18903027240571454
Camden,E09000007,2020-12-08,2021-04-25,2nd dose,55-59,1805,13034,0.13848396501457727
Croydon,E09000008,2020-12-08,2021-04-25,2nd dose,55-59,4541,25680,0.17683021806853583
Ealing,E09000009,2020-12-08,2021-04-25,2nd dose,55-59,3408,19705,0.17295102765795484
Enfield,E09000010,2020-12-08,2021-04-25,2nd dose,55-59,6270,20350,0.3081081081081081
Greenwich,E09000011,2020-12-08,2021-04-25,2nd dose,55-59,2868,15300,0.18745098039215685
Hackney and City of London,E09000012,2020-12-08,2021-04-25,2nd dose,55-59,1853,12981,0.14274709190355134
Hammersmith and Fulham,E09000013,2020-12-08,2021-04-25,2nd dose,55-59,1323,9923,0.1333266149349995
Haringey,E09000014,2020-12-08,2021-04-25,2nd dose,55-59,3235,14900,0.21711409395973155
Harrow,E09000015,2020-12-08,2021-04-25,2nd dose,55-59,4355,15458,0.28173114245051106
Havering,E09000016,2020-12-08,2021-04-25,2nd dose,55-59,2780,16577,0.16770223804065876
Hillingdon,E09000017,2020-12-08,2021-04-25,2nd dose,55-59,3137,17763,0.17660305128638182
Hounslow,E09000018,2020-12-08,2021-04-25,2nd dose,55-59,3291,15062,0.21849687956446687
Islington,E09000019,2020-12-08,2021-04-25,2nd dose,55-59,1849,11189,0.16525158637947984
Kensington and Chelsea,E09000020,2020-12-08,2021-04-25,2nd dose,55-59,1152,9904,0.11631663974151858
Kingston upon Thames,E09000021,2020-12-08,2021-04-25,2nd dose,55-59,1664,9929,0.16758988820626447
Lambeth,E09000022,2020-12-08,2021-04-25,2nd dose,55-59,3714,17000,0.2184705882352941
Lewisham,E09000023,2020-12-08,2021-04-25,2nd dose,55-59,3275,17200,0.19040697674418605
Merton,E09000024,2020-12-08,2021-04-25,2nd dose,55-59,2973,11960,0.24857859531772575
Newham,E09000025,2020-12-08,2021-04-25,2nd dose,55-59,2004,16142,0.12414818485937307
Redbridge,E09000026,2020-12-08,2021-04-25,2nd dose,55-59,3437,16860,0.2038552787663108
Richmond upon Thames,E09000027,2020-12-08,2021-04-25,2nd dose,55-59,1891,12899,0.14660051166757113
Southwark,E09000028,2020-12-08,2021-04-25,2nd dose,55-59,3309,17494,0.18915056590831142
Sutton,E09000029,2020-12-08,2021-04-25,2nd dose,55-59,3152,12825,0.2457699805068226
Tower Hamlets,E09000030,2020-12-08,2021-04-25,2nd dose,55-59,1414,11780,0.1200339558573854
Waltham Forest,E09000031,2020-12-08,2021-04-25,2nd dose,55-59,2467,14542,0.16964654105350022
Wandsworth,E09000032,2020-12-08,2021-04-25,2nd dose,55-59,2798,14896,0.1878356605800215
Westminster,E09000033,2020-12-08,2021-04-25,2nd dose,55-59,1497,13888,0.10779089861751152
Barking and Dagenham,E09000002,2020-12-08,2021-04-25,2nd dose,60-64,2017,7960,0.253391959798995
Barnet,E09000003,2020-12-08,2021-04-25,2nd dose,60-64,6586,18592,0.3542383820998279
Bexley,E09000004,2020-12-08,2021-04-25,2nd dose,60-64,3236,12812,0.25257571027162035
Brent,E09000005,2020-12-08,2021-04-25,2nd dose,60-64,4889,16425,0.2976560121765601
Bromley,E09000006,2020-12-08,2021-04-25,2nd dose,60-64,4453,17053,0.26112707441505895
Camden,E09000007,2020-12-08,2021-04-25,2nd dose,60-64,3134,10783,0.29064267828990076
Croydon,E09000008,2020-12-08,2021-04-25,2nd dose,60-64,4741,19729,0.240306148309595
Ealing,E09000009,2020-12-08,2021-04-25,2nd dose,60-64,3707,16404,0.2259814679346501
Enfield,E09000010,2020-12-08,2021-04-25,2nd dose,60-64,9945,15451,0.6436476603456087
Greenwich,E09000011,2020-12-08,2021-04-25,2nd dose,60-64,3060,11717,0.2611589997439618
Hackney and City of London,E09000012,2020-12-08,2021-04-25,2nd dose,60-64,1764,10083,0.17494793216304672
Hammersmith and Fulham,E09000013,2020-12-08,2021-04-25,2nd dose,60-64,1332,7321,0.18194235760142058
Haringey,E09000014,2020-12-08,2021-04-25,2nd dose,60-64,3134,11088,0.28264790764790765
Harrow,E09000015,2020-12-08,2021-04-25,2nd dose,60-64,5633,13566,0.4152292495945747
Havering,E09000016,2020-12-08,2021-04-25,2nd dose,60-64,2682,13847,0.19368816350111936
Hillingdon,E09000017,2020-12-08,2021-04-25,2nd dose,60-64,2880,14272,0.20179372197309417
Hounslow,E09000018,2020-12-08,2021-04-25,2nd dose,60-64,3710,12531,0.2960657569228314
Islington,E09000019,2020-12-08,2021-04-25,2nd dose,60-64,1866,8421,0.2215888849305308
Kensington and Chelsea,E09000020,2020-12-08,2021-04-25,2nd dose,60-64,1579,8102,0.19489015058010367
Kingston upon Thames,E09000021,2020-12-08,2021-04-25,2nd dose,60-64,2187,8136,0.2688053097345133
Lambeth,E09000022,2020-12-08,2021-04-25,2nd dose,60-64,3785,12007,0.31523278087782125
Lewisham,E09000023,2020-12-08,2021-04-25,2nd dose,60-64,3133,12418,0.25229505556450316
Merton,E09000024,2020-12-08,2021-04-25,2nd dose,60-64,3567,9285,0.3841680129240711
Newham,E09000025,2020-12-08,2021-04-25,2nd dose,60-64,1898,12562,0.15109059067027544
Redbridge,E09000026,2020-12-08,2021-04-25,2nd dose,60-64,3569,13914,0.2565042403334771
Richmond upon Thames,E09000027,2020-12-08,2021-04-25,2nd dose,60-64,1784,10117,0.17633685875259464
Southwark,E09000028,2020-12-08,2021-04-25,2nd dose,60-64,3130,12755,0.24539396315170522
Sutton,E09000029,2020-12-08,2021-04-25,2nd dose,60-64,2929,10118,0.28948408776438034
Tower Hamlets,E09000030,2020-12-08,2021-04-25,2nd dose,60-64,1619,9368,0.17282237403928266
Waltham Forest,E09000031,2020-12-08,2021-04-25,2nd dose,60-64,3196,11507,0.27774398192404626
Wandsworth,E09000032,2020-12-08,2021-04-25,2nd dose,60-64,2774,11417,0.24297100814574757
Westminster,E09000033,2020-12-08,2021-04-25,2nd dose,60-64,1895,11313,0.16750640855652787
Barking and Dagenham,E09000002,2020-12-08,2021-04-25,2nd dose,65-69,1982,5920,0.3347972972972973
Barnet,E09000003,2020-12-08,2021-04-25,2nd dose,65-69,10565,15698,0.6730156707860874
Bexley,E09000004,2020-12-08,2021-04-25,2nd dose,65-69,5680,10353,0.5486332464020091
Brent,E09000005,2020-12-08,2021-04-25,2nd dose,65-69,6755,12597,0.5362387870127808
Bromley,E09000006,2020-12-08,2021-04-25,2nd dose,65-69,8228,14671,0.5608342989571263
Camden,E09000007,2020-12-08,2021-04-25,2nd dose,65-69,4380,9112,0.480684811237928
Croydon,E09000008,2020-12-08,2021-04-25,2nd dose,65-69,6045,15576,0.3880970724191063
Ealing,E09000009,2020-12-08,2021-04-25,2nd dose,65-69,7448,13679,0.5444842459244097
Enfield,E09000010,2020-12-08,2021-04-25,2nd dose,65-69,8790,12344,0.7120868438107583
Greenwich,E09000011,2020-12-08,2021-04-25,2nd dose,65-69,4773,8990,0.5309232480533926
Hackney and City of London,E09000012,2020-12-08,2021-04-25,2nd dose,65-69,3820,7527,0.5075063106151189
Hammersmith and Fulham,E09000013,2020-12-08,2021-04-25,2nd dose,65-69,2328,5999,0.388064677446241
Haringey,E09000014,2020-12-08,2021-04-25,2nd dose,65-69,5185,8823,0.5876685934489403
Harrow,E09000015,2020-12-08,2021-04-25,2nd dose,65-69,8859,11252,0.7873266974760043
Havering,E09000016,2020-12-08,2021-04-25,2nd dose,65-69,3239,11826,0.273888043294436
Hillingdon,E09000017,2020-12-08,2021-04-25,2nd dose,65-69,6259,11284,0.5546791917759659
Hounslow,E09000018,2020-12-08,2021-04-25,2nd dose,65-69,6235,10368,0.6013695987654321
Islington,E09000019,2020-12-08,2021-04-25,2nd dose,65-69,3840,6477,0.5928670680870773
Kensington and Chelsea,E09000020,2020-12-08,2021-04-25,2nd dose,65-69,3176,7035,0.4514570007107321
Kingston upon Thames,E09000021,2020-12-08,2021-04-25,2nd dose,65-69,3735,6902,0.5411474934801507
Lambeth,E09000022,2020-12-08,2021-04-25,2nd dose,65-69,5135,8575,0.5988338192419825
Lewisham,E09000023,2020-12-08,2021-04-25,2nd dose,65-69,4968,8735,0.568746422438466
Merton,E09000024,2020-12-08,2021-04-25,2nd dose,65-69,5351,7672,0.6974713242961418
Newham,E09000025,2020-12-08,2021-04-25,2nd dose,65-69,2893,9208,0.31418331885317113
Redbridge,E09000026,2020-12-08,2021-04-25,2nd dose,65-69,6574,11505,0.5714037375054324
Richmond upon Thames,E09000027,2020-12-08,2021-04-25,2nd dose,65-69,3875,8790,0.44084186575654155
Southwark,E09000028,2020-12-08,2021-04-25,2nd dose,65-69,3761,8555,0.4396259497369959
Sutton,E09000029,2020-12-08,2021-04-25,2nd dose,65-69,4286,8431,0.5083619973905824
Tower Hamlets,E09000030,2020-12-08,2021-04-25,2nd dose,65-69,1860,7146,0.26028547439126787
Waltham Forest,E09000031,2020-12-08,2021-04-25,2nd dose,65-69,4682,8887,0.5268369528524811
Wandsworth,E09000032,2020-12-08,2021-04-25,2nd dose,65-69,5369,9258,0.5799308705984014
Westminster,E09000033,2020-12-08,2021-04-25,2nd dose,65-69,3211,9731,0.3299763641968965
Barking and Dagenham,E09000002,2020-12-08,2021-04-25,2nd dose,70-74,3403,4836,0.7036807278742763
Barnet,E09000003,2020-12-08,2021-04-25,2nd dose,70-74,11745,14410,0.815058986814712
Bexley,E09000004,2020-12-08,2021-04-25,2nd dose,70-74,8604,10250,0.8394146341463414
Brent,E09000005,2020-12-08,2021-04-25,2nd dose,70-74,6675,9845,0.6780091416962926
Bromley,E09000006,2020-12-08,2021-04-25,2nd dose,70-74,13126,15383,0.8532795943574075
Camden,E09000007,2020-12-08,2021-04-25,2nd dose,70-74,5298,8603,0.6158316866209462
Croydon,E09000008,2020-12-08,2021-04-25,2nd dose,70-74,8697,13362,0.6508756174225415
Ealing,E09000009,2020-12-08,2021-04-25,2nd dose,70-74,8751,10855,0.8061722708429295
