ltla_name,ltla_code,start_date,end_date,dose,age_band,vaccines,population,percent_vaccine
Havering,E09000016,2020-12-08,2021-04-18,1st dose,80+,12795,14470,0.8842432619212163
Hillingdon,E09000017,2020-12-08,2021-04-18,1st dose,80+,11128,12140,0.9166392092257002
Hounslow,E09000018,2020-12-08,2021-04-18,1st dose,80+,7751,8596,0.9016984644020475
Islington,E09000019,2020-12-08,2021-04-18,1st dose,80+,4403,5491,0.8018575851393189
Kensington and Chelsea,E09000020,2020-12-08,2021-04-18,1st dose,80+,4718,6494,0.726516784724361
Kingston upon Thames,E09000021,2020-12-08,2021-04-18,1st dose,80+,6143,6990,0.878826895565093
Lambeth,E09000022,2020-12-08,2021-04-18,1st dose,80+,5932,7466,0.7945352263594964
Lewisham,E09000023,2020-12-08,2021-04-18,1st dose,80+,6628,8037,0.8246858280452906
Merton,E09000024,2020-12-08,2021-04-18,1st dose,80+,6857,7421,0.923999460989085
Newham,E09000025,2020-12-08,2021-04-18,1st dose,80+,5005,6780,0.7382005899705014
Redbridge,E09000026,2020-12-08,2021-04-18,1st dose,80+,9637,11007,0.8755337512492051
Richmond upon Thames,E09000027,2020-12-08,2021-04-18,1st dose,80+,7826,8440,0.9272511848341233
Southwark,E09000028,2020-12-08,2021-04-18,1st dose,80+,5525,6976,0.7920011467889908
Sutton,E09000029,2020-12-08,2021-04-18,1st dose,80+,8461,9136,0.92611646234676
Tower Hamlets,E09000030,2020-12-08,2021-04-18,1st dose,80+,3947,5249,0.7519527529053153
Waltham Forest,E09000031,2020-12-08,2021-04-18,1st dose,80+,6558,8376,0.7829512893982808
Wandsworth,E09000032,2020-12-08,2021-04-18,1st dose,80+,7442,8501,0.875426420421127
Westminster,E09000033,2020-12-08,2021-04-18,1st dose,80+,5645,9004,0.6269435806308308
Barking and Dagenham,E09000002,2020-12-08,2021-04-18,1st dose,Under 45,19038,89866,0.21184875258718536
Barnet,E09000003,2020-12-08,2021-04-18,1st dose,Under 45,39852,159400,0.25001254705144293
Bexley,E09000004,2020-12-08,2021-04-18,1st dose,Under 45,20648,92971,0.22209075948414023
Brent,E09000005,2020-12-08,2021-04-18,1st dose,Under 45,35217,140899,0.24994499606100823
Bromley,E09000006,2020-12-08,2021-04-18,1st dose,Under 45,27242,118689,0.22952421875658233
Camden,E09000007,2020-12-08,2021-04-18,1st dose,Under 45,23469,133660,0.1755873110878348
Croydon,E09000008,2020-12-08,2021-04-18,1st dose,Under 45,32676,149247,0.21893907415224426
Ealing,E09000009,2020-12-08,2021-04-18,1st dose,Under 45,32609,138840,0.23486747335061942
Enfield,E09000010,2020-12-08,2021-04-18,1st dose,Under 45,39646,131732,0.3009595238818207
Greenwich,E09000011,2020-12-08,2021-04-18,1st dose,Under 45,26608,130127,0.2044771646161058
Hackney and City of London,E09000012,2020-12-08,2021-04-18,1st dose,Under 45,25244,151709,0.1663975110243954
Hammersmith and Fulham,E09000013,2020-12-08,2021-04-18,1st dose,Under 45,18636,88627,0.21027452130840488
Haringey,E09000014,2020-12-08,2021-04-18,1st dose,Under 45,21304,123430,0.17259985416835452
Harrow,E09000015,2020-12-08,2021-04-18,1st dose,Under 45,30435,96627,0.31497407556894036
Havering,E09000016,2020-12-08,2021-04-18,1st dose,Under 45,23177,96164,0.24101534877916891
Hillingdon,E09000017,2020-12-08,2021-04-18,1st dose,Under 45,32127,126836,0.2532955943107635
Hounslow,E09000018,2020-12-08,2021-04-18,1st dose,Under 45,27036,114933,0.23523270079089556
Islington,E09000019,2020-12-08,2021-04-18,1st dose,Under 45,22234,136166,0.16328598916028964
Kensington and Chelsea,E09000020,2020-12-08,2021-04-18,1st dose,Under 45,12141,64585,0.1879848261980336
Kingston upon Thames,E09000021,2020-12-08,2021-04-18,1st dose,Under 45,14951,74104,0.2017569901759689
Lambeth,E09000022,2020-12-08,2021-04-18,1st dose,Under 45,33811,174044,0.19426696697386867
Lewisham,E09000023,2020-12-08,2021-04-18,1st dose,Under 45,26198,143600,0.1824373259052925
Merton,E09000024,2020-12-08,2021-04-18,1st dose,Under 45,19700,87170,0.22599518182861075
Newham,E09000025,2020-12-08,2021-04-18,1st dose,Under 45,37508,178769,0.20981266326935877
Redbridge,E09000026,2020-12-08,2021-04-18,1st dose,Under 45,29948,128107,0.2337733301068638
Richmond upon Thames,E09000027,2020-12-08,2021-04-18,1st dose,Under 45,13749,70502,0.19501574423420612
Southwark,E09000028,2020-12-08,2021-04-18,1st dose,Under 45,30468,162144,0.18790704558910598
Sutton,E09000029,2020-12-08,2021-04-18,1st dose,Under 45,20028,77418,0.25869952724172673
Tower Hamlets,E09000030,2020-12-08,2021-04-18,1st dose,Under 45,35306,183940,0.19194302489942372
Waltham Forest,E09000031,2020-12-08,2021-04-18,1st dose,Under 45,25641,123788,0.20713639448088667
Wandsworth,E09000032,2020-12-08,2021-04-18,1st dose,Under 45,36121,173509,0.2081794027975494
Westminster,E09000033,2020-12-08,2021-04-18,1st dose,Under 45,21051,125117,0.16825051751560538
Barking and Dagenham,E09000002,2020-12-08,2021-04-25,1st dose,45-49,9191,14291,0.6431320411447764
Barnet,E09000003,2020-12-08,2021-04-25,1st dose,45-49,19512,27600,0.7069565217391305
Bexley,E09000004,2020-12-08,2021-04-25,1st dose,45-49,10775,16492,0.6533470773708465
Brent,E09000005,2020-12-08,2021-04-25,1st dose,45-49,14990,21218,0.7064756338957489
Bromley,E09000006,2020-12-08,2021-04-25,1st dose,45-49,15824,24249,0.6525629922883418
Camden,E09000007,2020-12-08,2021-04-25,1st dose,45-49,10036,17271,0.58108968791616
Croydon,E09000008,2020-12-08,2021-04-25,1st dose,45-49,16200,25813,0.62759074884748
Ealing,E09000009,2020-12-08,2021-04-25,1st dose,45-49,16994,24550,0.6922199592668025
Enfield,E09000010,2020-12-08,2021-04-25,1st dose,45-49,16242,22528,0.7209694602272727
Greenwich,E09000011,2020-12-08,2021-04-25,1st dose,45-49,13317,19416,0.6858776266996292
Hackney and City of London,E09000012,2020-12-08,2021-04-25,1st dose,45-49,10149,17344,0.5851591328413284
Hammersmith and Fulham,E09000013,2020-12-08,2021-04-25,1st dose,45-49,8420,13215,0.6371547483919788
Haringey,E09000014,2020-12-08,2021-04-25,1st dose,45-49,13263,19182,0.6914294651235533
Harrow,E09000015,2020-12-08,2021-04-25,1st dose,45-49,10850,16359,0.6632434745400085
Havering,E09000016,2020-12-08,2021-04-25,1st dose,45-49,11501,16115,0.7136829041265901
Hillingdon,E09000017,2020-12-08,2021-04-25,1st dose,45-49,14249,19994,0.7126637991397419
Hounslow,E09000018,2020-12-08,2021-04-25,1st dose,45-49,13200,18792,0.70242656449553
Islington,E09000019,2020-12-08,2021-04-25,1st dose,45-49,8639,13484,0.6406852566004153
Kensington and Chelsea,E09000020,2020-12-08,2021-04-25,1st dose,45-49,6678,11252,0.5934944898684679
Kingston upon Thames,E09000021,2020-12-08,2021-04-25,1st dose,45-49,8314,13025,0.6383109404990404
Lambeth,E09000022,2020-12-08,2021-04-25,1st dose,45-49,14837,19861,0.747041941493379
Lewisham,E09000023,2020-12-08,2021-04-25,1st dose,45-49,13801,21262,0.6490922773022293
Merton,E09000024,2020-12-08,2021-04-25,1st dose,45-49,10759,14412,0.7465306688870386
Newham,E09000025,2020-12-08,2021-04-25,1st dose,45-49,13581,21123,0.6429484448231785
Redbridge,E09000026,2020-12-08,2021-04-25,1st dose,45-49,13322,20208,0.6592438638163104
Richmond upon Thames,E09000027,2020-12-08,2021-04-25,1st dose,45-49,11764,16642,0.706886191563514
Southwark,E09000028,2020-12-08,2021-04-25,1st dose,45-49,14250,20036,0.7112198043521661
Sutton,E09000029,2020-12-08,2021-04-25,1st dose,45-49,10316,15486,0.6661500710318998
Tower Hamlets,E09000030,2020-12-08,2021-04-25,1st dose,45-49,11446,18383,0.6226404830549964
Waltham Forest,E09000031,2020-12-08,2021-04-25,1st dose,45-49,11623,18836,0.6170630707156509
Wandsworth,E09000032,2020-12-08,2021-04-25,1st dose,45-49,15700,20562,0.7635444022954966
Westminster,E09000033,2020-12-08,2021-04-25,1st dose,45-49,9546,17613,0.5419860330437745
Barking and Dagenham,E09000002,2020-12-08,2021-04-25,1st dose,50-54,10908,12493,0.8731289522132394
Barnet,E09000003,2020-12-08,2021-04-25,1st dose,50-54,21067,25906,0.8132092951439821
Bexley,E09000004,2020-12-08,2021-04-25,1st dose,50-54,15101,17554,0.860259769853025
Brent,E09000005,2020-12-08,2021-04-25,1st dose,50-54,17111,20601,0.8305907480219407
Bromley,E09000006,2020-12-08,2021-04-25,1st dose,50-54,21237,24638,0.8619611981492005
Camden,E09000007,2020-12-08,2021-04-25,1st dose,50-54,11180,15685,0.712782913611731
Croydon,E09000008,2020-12-08,2021-04-25,1st dose,50-54,21005,27372,0.7673900336109893
Ealing,E09000009,2020-12-08,2021-04-25,1st dose,50-54,20120,22964,0.8761539801428323
Enfield,E09000010,2020-12-08,2021-04-25,1st dose,50-54,18222,23032,0.7911601250434178
Greenwich,E09000011,2020-12-08,2021-04-25,1st dose,50-54,14996,17879,0.8387493707701773
Hackney and City of London,E09000012,2020-12-08,2021-04-25,1st dose,50-54,12181,15801,0.7709005759129169
Hammersmith and Fulham,E09000013,2020-12-08,2021-04-25,1st dose,50-54,9695,11813,0.820706001862355
Haringey,E09000014,2020-12-08,2021-04-25,1st dose,50-54,14306,18035,0.7932353756584419
Harrow,E09000015,2020-12-08,2021-04-25,1st dose,50-54,13531,15752,0.859002031488065
Havering,E09000016,2020-12-08,2021-04-25,1st dose,50-54,15178,17477,0.8684556846140642
Hillingdon,E09000017,2020-12-08,2021-04-25,1st dose,50-54,17379,19384,0.8965641766405282
Hounslow,E09000018,2020-12-08,2021-04-25,1st dose,50-54,15846,17241,0.9190882199408387
Islington,E09000019,2020-12-08,2021-04-25,1st dose,50-54,10559,13271,0.7956446386858563
Kensington and Chelsea,E09000020,2020-12-08,2021-04-25,1st dose,50-54,8066,10961,0.7358817626129003
Kingston upon Thames,E09000021,2020-12-08,2021-04-25,1st dose,50-54,10425,11645,0.8952340060111635
Lambeth,E09000022,2020-12-08,2021-04-25,1st dose,50-54,16083,19322,0.8323672497671049
Lewisham,E09000023,2020-12-08,2021-04-25,1st dose,50-54,15195,19642,0.7735973933408004
Merton,E09000024,2020-12-08,2021-04-25,1st dose,50-54,12250,13796,0.8879385329080893
Newham,E09000025,2020-12-08,2021-04-25,1st dose,50-54,15709,19171,0.8194147410150748
Redbridge,E09000026,2020-12-08,2021-04-25,1st dose,50-54,15573,18783,0.8291007826225842
Richmond upon Thames,E09000027,2020-12-08,2021-04-25,1st dose,50-54,13542,14847,0.9121034552434836
Southwark,E09000028,2020-12-08,2021-04-25,1st dose,50-54,16290,19727,0.8257717848633852
Sutton,E09000029,2020-12-08,2021-04-25,1st dose,50-54,12816,14977,0.8557120918742072
Tower Hamlets,E09000030,2020-12-08,2021-04-25,1st dose,50-54,11619,14858,0.7820029613676134
Waltham Forest,E09000031,2020-12-08,2021-04-25,1st dose,50-54,13895,17548,0.7918281285616594
Wandsworth,E09000032,2020-12-08,2021-04-25,1st dose,50-54,15763,18164,0.8678154591499669
Westminster,E09000033,2020-12-08,2021-04-25,1st dose,50-54,10766,16678,0.6455210456889315
Barking and Dagenham,E09000002,2020-12-08,2021-04-25,1st dose,55-59,9493,10535,0.9010915994304699
Barnet,E09000003,2020-12-08,2021-04-25,1st dose,55-59,19724,22509,0.8762717135368076
Bexley,E09000004,2020-12-08,2021-04-25,1st dose,55-59,15023,16171,0.9290087193123493
Brent,E09000005,2020-12-08,2021-04-25,1st dose,55-59,15969,19243,0.8298602089071351
Bromley,E09000006,2020-12-08,2021-04-25,1st dose,55-59,20491,21769,0.9412926638798291
Camden,E09000007,2020-12-08,2021-04-25,1st dose,55-59,9910,13034,0.760319165260089
Croydon,E09000008,2020-12-08,2021-04-25,1st dose,55-59,21032,25680,0.8190031152647975
Ealing,E09000009,2020-12-08,2021-04-25,1st dose,55-59,18388,19705,0.9331641715300685
Enfield,E09000010,2020-12-08,2021-04-25,1st dose,55-59,17823,20350,0.8758230958230958
Greenwich,E09000011,2020-12-08,2021-04-25,1st dose,55-59,13537,15300,0.8847712418300654
Hackney and City of London,E09000012,2020-12-08,2021-04-25,1st dose,55-59,11132,12981,0.8575610507665049
Hammersmith and Fulham,E09000013,2020-12-08,2021-04-25,1st dose,55-59,8480,9923,0.8545802680640935
Haringey,E09000014,2020-12-08,2021-04-25,1st dose,55-59,13106,14900,0.8795973154362416
Harrow,E09000015,2020-12-08,2021-04-25,1st dose,55-59,13409,15458,0.8674472764911373
Havering,E09000016,2020-12-08,2021-04-25,1st dose,55-59,15445,16577,0.9317126138625806
Hillingdon,E09000017,2020-12-08,2021-04-25,1st dose,55-59,16614,17763,0.9353149805776051
Hounslow,E09000018,2020-12-08,2021-04-25,1st dose,55-59,14298,15062,0.9492763245252954
Islington,E09000019,2020-12-08,2021-04-25,1st dose,55-59,9919,11189,0.8864956653856466
Kensington and Chelsea,E09000020,2020-12-08,2021-04-25,1st dose,55-59,7821,9904,0.7896809369951535
Kingston upon Thames,E09000021,2020-12-08,2021-04-25,1st dose,55-59,9324,9929,0.9390673783865444
Lambeth,E09000022,2020-12-08,2021-04-25,1st dose,55-59,14747,17000,0.8674705882352941
Lewisham,E09000023,2020-12-08,2021-04-25,1st dose,55-59,14327,17200,0.8329651162790698
Merton,E09000024,2020-12-08,2021-04-25,1st dose,55-59,10987,11960,0.9186454849498328
Newham,E09000025,2020-12-08,2021-04-25,1st dose,55-59,13343,16142,0.8266014124643787
Redbridge,E09000026,2020-12-08,2021-04-25,1st dose,55-59,14537,16860,0.8622182680901542
Richmond upon Thames,E09000027,2020-12-08,2021-04-25,1st dose,55-59,12321,12899,0.9551903248313823
Southwark,E09000028,2020-12-08,2021-04-25,1st dose,55-59,14897,17494,0.8515491025494455
Sutton,E09000029,2020-12-08,2021-04-25,1st dose,55-59,12351,12825,0.9630409356725146
Tower Hamlets,E09000030,2020-12-08,2021-04-25,1st dose,55-59,9343,11780,0.7931239388794568
Waltham Forest,E09000031,2020-12-08,2021-04-25,1st dose,55-59,12609,14542,0.8670746802365562
Wandsworth,E09000032,2020-12-08,2021-04-25,1st dose,55-59,13652,14896,0.9164876476906552
Westminster,E09000033,2020-12-08,2021-04-25,1st dose,55-59,9977,13888,0.7183899769585254
Barking and Dagenham,E09000002,2020-12-08,2021-04-25,1st dose,60-64,7410,7960,0.9309045226130653
Barnet,E09000003,2020-12-08,2021-04-25,1st dose,60-64,17091,18592,0.9192663511187608
Bexley,E09000004,2020-12-08,2021-04-25,1st dose,60-64,12640,12812,0.986575085857009
Brent,E09000005,2020-12-08,2021-04-25,1st dose,60-64,13816,16425,0.8411567732115678
Bromley,E09000006,2020-12-08,2021-04-25,1st dose,60-64,17071,17053,1.0010555327508357
Camden,E09000007,2020-12-08,2021-04-25,1st dose,60-64,8221,10783,0.7624037837336548
Croydon,E09000008,2020-12-08,2021-04-25,1st dose,60-64,17359,19729,0.8798722692483146
Ealing,E09000009,2020-12-08,2021-04-25,1st dose,60-64,15315,16404,0.9336137527432333
Enfield,E09000010,2020-12-08,2021-04-25,1st dose,60-64,14847,15451,0.9609086790498996
Greenwich,E09000011,2020-12-08,2021-04-25,1st dose,60-64,10852,11717,0.9261756422292395
Hackney and City of London,E09000012,2020-12-08,2021-04-25,1st dose,60-64,8704,10083,0.8632351482693643
Hammersmith and Fulham,E09000013,2020-12-08,2021-04-25,1st dose,60-64,6305,7321,0.8612211446523699
Haringey,E09000014,2020-12-08,2021-04-25,1st dose,60-64,10091,11088,0.9100829725829725
Harrow,E09000015,2020-12-08,2021-04-25,1st dose,60-64,12476,13566,0.9196520713548577
Havering,E09000016,2020-12-08,2021-04-25,1st dose,60-64,13725,13847,0.9911894273127754
Hillingdon,E09000017,2020-12-08,2021-04-25,1st dose,60-64,13869,14272,0.9717628923766816
Hounslow,E09000018,2020-12-08,2021-04-25,1st dose,60-64,12059,12531,0.9623334131354242
Islington,E09000019,2020-12-08,2021-04-25,1st dose,60-64,7687,8421,0.9128369552309702
Kensington and Chelsea,E09000020,2020-12-08,2021-04-25,1st dose,60-64,6153,8102,0.7594421130585041
Kingston upon Thames,E09000021,2020-12-08,2021-04-25,1st dose,60-64,7652,8136,0.9405113077679449
Lambeth,E09000022,2020-12-08,2021-04-25,1st dose,60-64,11148,12007,0.9284583992670942
Lewisham,E09000023,2020-12-08,2021-04-25,1st dose,60-64,11190,12418,0.9011112900628121
Merton,E09000024,2020-12-08,2021-04-25,1st dose,60-64,9196,9285,0.9904146472805601
Newham,E09000025,2020-12-08,2021-04-25,1st dose,60-64,10894,12562,0.8672185957650056
Redbridge,E09000026,2020-12-08,2021-04-25,1st dose,60-64,12679,13914,0.9112404772171914
Richmond upon Thames,E09000027,2020-12-08,2021-04-25,1st dose,60-64,9640,10117,0.952851635860433
Southwark,E09000028,2020-12-08,2021-04-25,1st dose,60-64,11468,12755,0.8990983927871423
Sutton,E09000029,2020-12-08,2021-04-25,1st dose,60-64,9770,10118,0.9656058509586875
Tower Hamlets,E09000030,2020-12-08,2021-04-25,1st dose,60-64,7532,9368,0.8040136635354398
Waltham Forest,E09000031,2020-12-08,2021-04-25,1st dose,60-64,10266,11507,0.8921526027635353
Wandsworth,E09000032,2020-12-08,2021-04-25,1st dose,60-64,10727,11417,0.9395638083559604
Westminster,E09000033,2020-12-08,2021-04-25,1st dose,60-64,8029,11313,0.7097144877574472
Barking and Dagenham,E09000002,2020-12-08,2021-04-25,1st dose,65-69,5319,5920,0.8984797297297298
Barnet,E09000003,2020-12-08,2021-04-25,1st dose,65-69,14115,15698,0.8991591285514078
Bexley,E09000004,2020-12-08,2021-04-25,1st dose,65-69,10096,10353,0.9751762774075148
Brent,E09000005,2020-12-08,2021-04-25,1st dose,65-69,10791,12597,0.8566325315551322
Bromley,E09000006,2020-12-08,2021-04-25,1st dose,65-69,13805,14671,0.9409719855497239
Camden,E09000007,2020-12-08,2021-04-25,1st dose,65-69,6544,9112,0.7181738366988587
Croydon,E09000008,2020-12-08,2021-04-25,1st dose,65-69,13727,15576,0.881291730868002
Ealing,E09000009,2020-12-08,2021-04-25,1st dose,65-69,12318,13679,0.9005044228379268
Enfield,E09000010,2020-12-08,2021-04-25,1st dose,65-69,11507,12344,0.9321937783538561
Greenwich,E09000011,2020-12-08,2021-04-25,1st dose,65-69,8424,8990,0.9370411568409344
Hackney and City of London,E09000012,2020-12-08,2021-04-25,1st dose,65-69,6562,7527,0.8717948717948718
Hammersmith and Fulham,E09000013,2020-12-08,2021-04-25,1st dose,65-69,4985,5999,0.8309718286381064
Haringey,E09000014,2020-12-08,2021-04-25,1st dose,65-69,7674,8823,0.8697721863311799
Harrow,E09000015,2020-12-08,2021-04-25,1st dose,65-69,10680,11252,0.9491645929612513
Havering,E09000016,2020-12-08,2021-04-25,1st dose,65-69,11117,11826,0.9400473532893624
Hillingdon,E09000017,2020-12-08,2021-04-25,1st dose,65-69,11014,11284,0.9760723147819922
Hounslow,E09000018,2020-12-08,2021-04-25,1st dose,65-69,9708,10368,0.9363425925925926
Islington,E09000019,2020-12-08,2021-04-25,1st dose,65-69,5792,6477,0.8942411610313417
Kensington and Chelsea,E09000020,2020-12-08,2021-04-25,1st dose,65-69,4989,7035,0.7091684434968017
Kingston upon Thames,E09000021,2020-12-08,2021-04-25,1st dose,65-69,6394,6902,0.9263981454650826
Lambeth,E09000022,2020-12-08,2021-04-25,1st dose,65-69,7854,8575,0.9159183673469388
Lewisham,E09000023,2020-12-08,2021-04-25,1st dose,65-69,7798,8735,0.8927303949627934
Merton,E09000024,2020-12-08,2021-04-25,1st dose,65-69,7311,7672,0.9529457768508863
Newham,E09000025,2020-12-08,2021-04-25,1st dose,65-69,7979,9208,0.8665291051259774
Redbridge,E09000026,2020-12-08,2021-04-25,1st dose,65-69,10354,11505,0.8999565406345067
Richmond upon Thames,E09000027,2020-12-08,2021-04-25,1st dose,65-69,7976,8790,0.9073947667804323
Southwark,E09000028,2020-12-08,2021-04-25,1st dose,65-69,7545,8555,0.8819403857393338
Sutton,E09000029,2020-12-08,2021-04-25,1st dose,65-69,8078,8431,0.9581307081010556
Tower Hamlets,E09000030,2020-12-08,2021-04-25,1st dose,65-69,5482,7146,0.7671424573187797
Waltham Forest,E09000031,2020-12-08,2021-04-25,1st dose,65-69,7740,8887,0.8709350737031619
Wandsworth,E09000032,2020-12-08,2021-04-25,1st dose,65-69,8200,9258,0.8857204579822856
Westminster,E09000033,2020-12-08,2021-04-25,1st dose,65-69,6145,9731,0.6314870003082931
Barking and Dagenham,E09000002,2020-12-08,2021-04-25,1st dose,70-74,4333,4836,0.8959884201819686
Barnet,E09000003,2020-12-08,2021-04-25,1st dose,70-74,13386,14410,0.9289382373351839
Bexley,E09000004,2020-12-08,2021-04-25,1st dose,70-74,10082,10250,0.983609756097561
Brent,E09000005,2020-12-08,2021-04-25,1st dose,70-74,8612,9845,0.8747587607922803
Bromley,E09000006,2020-12-08,2021-04-25,1st dose,70-74,14855,15383,0.9656763960215823
Camden,E09000007,2020-12-08,2021-04-25,1st dose,70-74,6098,8603,0.7088225037777519
Croydon,E09000008,2020-12-08,2021-04-25,1st dose,70-74,12735,13362,0.9530758868432869
Ealing,E09000009,2020-12-08,2021-04-25,1st dose,70-74,10546,10855,0.9715338553661907
Enfield,E09000010,2020-12-08,2021-04-25,1st dose,70-74,10210,10921,0.9348960717882978
Greenwich,E09000011,2020-12-08,2021-04-25,1st dose,70-74,7456,8074,0.9234580133762695
Hackney and City of London,E09000012,2020-12-08,2021-04-25,1st dose,70-74,5107,5876,0.8691286589516678
Hammersmith and Fulham,E09000013,2020-12-08,2021-04-25,1st dose,70-74,4527,5365,0.843802423112768
Haringey,E09000014,2020-12-08,2021-04-25,1st dose,70-74,6405,7154,0.8953033268101761
Harrow,E09000015,2020-12-08,2021-04-25,1st dose,70-74,9327,9792,0.9525122549019608
Havering,E09000016,2020-12-08,2021-04-25,1st dose,70-74,11653,11960,0.9743311036789297
Hillingdon,E09000017,2020-12-08,2021-04-25,1st dose,70-74,9916,10449,0.9489903340032539
Hounslow,E09000018,2020-12-08,2021-04-25,1st dose,70-74,8325,8538,0.9750527055516515
Islington,E09000019,2020-12-08,2021-04-25,1st dose,70-74,5040,5651,0.8918775437975579
Kensington and Chelsea,E09000020,2020-12-08,2021-04-25,1st dose,70-74,4743,6734,0.7043362043362044
Kingston upon Thames,E09000021,2020-12-08,2021-04-25,1st dose,70-74,6316,6460,0.9777089783281734
Lambeth,E09000022,2020-12-08,2021-04-25,1st dose,70-74,6153,6650,0.9252631578947368
Lewisham,E09000023,2020-12-08,2021-04-25,1st dose,70-74,6298,7101,0.8869173355865371
Merton,E09000024,2020-12-08,2021-04-25,1st dose,70-74,6564,6684,0.9820466786355476
Newham,E09000025,2020-12-08,2021-04-25,1st dose,70-74,5662,6507,0.8701398493929614
Redbridge,E09000026,2020-12-08,2021-04-25,1st dose,70-74,9034,9526,0.9483518790678144
Richmond upon Thames,E09000027,2020-12-08,2021-04-25,1st dose,70-74,8385,8506,0.9857747472372443
Southwark,E09000028,2020-12-08,2021-04-25,1st dose,70-74,6010,6822,0.8809733216065669
Sutton,E09000029,2020-12-08,2021-04-25,1st dose,70-74,8012,8335,0.9612477504499101
Tower Hamlets,E09000030,2020-12-08,2021-04-25,1st dose,70-74,3982,4999,0.7965593118623725
Waltham Forest,E09000031,2020-12-08,2021-04-25,1st dose,70-74,6506,7494,0.8681611956231652
Wandsworth,E09000032,2020-12-08,2021-04-25,1st dose,70-74,7737,8167,0.947349087792335
Westminster,E09000033,2020-12-08,2021-04-25,1st dose,70-74,5517,8237,0.669782687871798
Barking and Dagenham,E09000002,2020-12-08,2021-04-25,1st dose,75-79,2981,3339,0.8927822701407607
Barnet,E09000003,2020-12-08,2021-04-25,1st dose,75-79,9793,10286,0.952070775811783
Bexley,E09000004,2020-12-08,2021-04-25,1st dose,75-79,7516,7534,0.9976108308999203
Brent,E09000005,2020-12-08,2021-04-25,1st dose,75-79,6258,7339,0.8527047281646001
Bromley,E09000006,2020-12-08,2021-04-25,1st dose,75-79,10898,10705,1.01802895843064
Camden,E09000007,2020-12-08,2021-04-25,1st dose,75-79,4544,5890,0.7714770797962649
Croydon,E09000008,2020-12-08,2021-04-25,1st dose,75-79,8962,9457,0.9476578196045258
Ealing,E09000009,2020-12-08,2021-04-25,1st dose,75-79,7353,7907,0.9299355001897053
Enfield,E09000010,2020-12-08,2021-04-25,1st dose,75-79,7486,8490,0.8817432273262662
Greenwich,E09000011,2020-12-08,2021-04-25,1st dose,75-79,5236,5356,0.977595220313667
Hackney and City of London,E09000012,2020-12-08,2021-04-25,1st dose,75-79,3267,3981,0.8206480783722683
Hammersmith and Fulham,E09000013,2020-12-08,2021-04-25,1st dose,75-79,3166,3731,0.8485660680782632
Haringey,E09000014,2020-12-08,2021-04-25,1st dose,75-79,4362,4858,0.8979003705228489
Harrow,E09000015,2020-12-08,2021-04-25,1st dose,75-79,7007,7131,0.9826111344832422
Havering,E09000016,2020-12-08,2021-04-25,1st dose,75-79,8404,8453,0.9942032414527386
Hillingdon,E09000017,2020-12-08,2021-04-25,1st dose,75-79,7142,7522,0.9494815208721085
Hounslow,E09000018,2020-12-08,2021-04-25,1st dose,75-79,5741,5929,0.9682914488109293
Islington,E09000019,2020-12-08,2021-04-25,1st dose,75-79,3380,3865,0.8745148771021992
Kensington and Chelsea,E09000020,2020-12-08,2021-04-25,1st dose,75-79,3624,4786,0.7572085248641872
Kingston upon Thames,E09000021,2020-12-08,2021-04-25,1st dose,75-79,4383,4393,0.9977236512633736
Lambeth,E09000022,2020-12-08,2021-04-25,1st dose,75-79,4106,4809,0.8538157621127054
Lewisham,E09000023,2020-12-08,2021-04-25,1st dose,75-79,4528,5115,0.8852394916911046
Merton,E09000024,2020-12-08,2021-04-25,1st dose,75-79,4497,4690,0.9588486140724947
Newham,E09000025,2020-12-08,2021-04-25,1st dose,75-79,3572,4733,0.754701035284175
Redbridge,E09000026,2020-12-08,2021-04-25,1st dose,75-79,6266,6814,0.919577340769005
Richmond upon Thames,E09000027,2020-12-08,2021-04-25,1st dose,75-79,5939,5656,1.050035360678925
Southwark,E09000028,2020-12-08,2021-04-25,1st dose,75-79,3933,4777,0.8233200753611053
Sutton,E09000029,2020-12-08,2021-04-25,1st dose,75-79,5686,5720,0.9940559440559441
Tower Hamlets,E09000030,2020-12-08,2021-04-25,1st dose,75-79,2581,3465,0.7448773448773449
Waltham Forest,E09000031,2020-12-08,2021-04-25,1st dose,75-79,4635,5223,0.887421022400919
Wandsworth,E09000032,2020-12-08,2021-04-25,1st dose,75-79,5239,5700,0.9191228070175439
Westminster,E09000033,2020-12-08,2021-04-25,1st dose,75-79,4240,5656,0.7496463932107497
Barking and Dagenham,E09000002,2020-12-08,2021-04-25,1st dose,80+,4599,5685,0.8089709762532982
Barnet,E09000003,2020-12-08,2021-04-25,1st dose,80+,14770,16910,0.8734476641040805
Bexley,E09000004,2020-12-08,2021-04-25,1st dose,80+,11494,12831,0.8957992362247681
Brent,E09000005,2020-12-08,2021-04-25,1st dose,80+,9200,11307,0.8136552578048997
Bromley,E09000006,2020-12-08,2021-04-25,1st dose,80+,16564,17418,0.9509702606499024
Camden,E09000007,2020-12-08,2021-04-25,1st dose,80+,5892,8858,0.6651614359900655
Croydon,E09000008,2020-12-08,2021-04-25,1st dose,80+,13042,14802,0.8810971490339143
Ealing,E09000009,2020-12-08,2021-04-25,1st dose,80+,10625,12405,0.8565094719871019
Enfield,E09000010,2020-12-08,2021-04-25,1st dose,80+,11544,12809,0.9012413147006011
